	transcript	backchannel	start	end	role	folder
10061	아 네	0	2083.12	2083.79	counselor	29
10062	밥 먹어 이거 해놨어 먹어 저는 얘가 먹는 거를 좋아하니까	2	2085.26	2090.98	client	29
10063	그럴 때 그럴 때 그럴 때 이 우선순위를 좀 바꿔보시면 좋겠어요	0	2091.2	2095.12	counselor	29
10064	딸이 좋아하는 걸로 쫙 차려두고 어 우리 지민아 밥 먹어 이렇게 하지 마시고 어 지민아 오늘 메뉴가	1	2095.12	2105.12	counselor	29
10065	ABC에이비씨가 있는데 뭐 먹고 싶어 물어보신 다음에 거기서 고르는 걸 해주세요	0	2105.12	2111.68	counselor	29
10066	신경 끄라고 그러거든요 아예 안 나와요	0	2111.26	2115.26	client	29
10067	아니 아니 같이 먹을 거야 나도 나도 밥을 먹을 건데 지민아 너 이따 밥 먹을 거니 물어봤을 때	1	2115.46	2121.9	counselor	29
10068	그럼 안 나와요 문 탕 닫고 안 나가 안 들어와 안 나가 안 나와요	1	2120.26	2125.26	client	29
10069	자 그러니까 이게 한 번에 바뀌지 않아요. 그러니까 제가 말씀드리는 걸 꾸준히 하시라는 거예요	0	2125.12	2131.12	counselor	29
10070	음	0	2130.26	2130.3	client	29
10071	오늘도 하고 내일도 하고 아이가 아 나 그냥 오늘은 B비로 줘 라고 얘기할 때	1	2131.12	2137.12	counselor	29
10072	그니까 예를 들면 지민아 오늘 점심에 칼국수랑 라면 중에 뭐가 땡겨? 싫어. 신경꺼.	1	2137.12	2145.12	counselor	29
10073	라면 끓여놓고 나와서 먹어라가 아니라 그리고 어느 날은	1	2150.12	2155.12	counselor	29
10074	이런 대화가 되야 돼 그니까 의견을 물어보는 질문을 자꾸 연습하셔야 될 것 같아요	1	2160.12	2167.12	counselor	29
10075	지금까지는 아이한테 차려주는 게 익숙하실 수 있어요	1	2167.12	2171.12	counselor	29
10076	그냥 뭐 너무 잘 아시잖아요? 뭘 좋아하는지 어떤 걸 좋아하면 어떻게 하면 아이가 나오는지 이런 걸 잘 아시는데	1	2171.12	2178.12	counselor	29
10077	네네 네	0	2177.21	2178.47	client	29
10078	그렇게 알고 있는 걸로 접근하지 마시고 나는 쟤를 잘 모르는 애다 라고 생각하시고	1	2178.12	2185.12	counselor	29
10079	응	0	2184.45	2184.54	client	29
10080	어 모르게 되면 어떡해? 우리가 호기심을 갖잖아요. 얘가 왜 이럴까? 얜 뭘 좋아할까? 무슨 생각을 할까?	1	2185.12	2191.12	counselor	29
10081	그럼 물어보게 되어있거든요. 지금 딸을 너무 잘 아셔서 더 그러신 것 같아요	1	2191.12	2196.12	counselor	29
10082	오늘은 뭐 먹고 싶니? 주말에 뭐 먹고 싶니? 먹는 걸 좋아한다면	1	2203.12	2208.12	counselor	29
10083	어 장보러 갈 건데 혹시 땡기는 거 있으면 카톡으로 보내 꼭 말로 하려고 하지 마시고 문자도 쓰시고 해서	1	2208.12	2215.12	counselor	29
10084	그러면 어느 순간에 그렇게 하시다 보면 아이가 자기 의견을 낼 때가 있어요	1	2221.12	2227.12	counselor	29
10085	네	0	2221.71	2221.73	client	29
10086	그러면 그거를 절대 놓치지 마시고 꼭 그때 해주셔야 돼요	1	2227.12	2232.12	counselor	29
10087	지금까지는 아이가 어 나 이거 해볼까? 그러면 그럴까? 그리고 싹 세팅해 주셨잖아요. 그거를 멈추시는 거예요	1	2232.12	2240.12	counselor	29
10088	네네	0	2239.79	2240.38	client	29
10089	말씀하신 거 되게 중요해요. 얘가 언제까지 나한테 의존하게 할까? 얘가 자기 세상을 살아야 되는데	1	2245.12	2251.12	counselor	29
10090	그 마음을 먹는 건 너무 좋은데 갑자기 놔버리면 안 된다는 거예요	2	2258.12	2261.57	counselor	29
10091	아	0	2261.8	2262.01	client	29
10092	서서히. 그래? 이 중에서 너는 뭘 할래? 엄마가 뭘 도와줄까?	1	2263.12	2268.12	counselor	29
10093	네	0	2264.77	2264.87	client	29
10094	그래? 없어? 그래? 없으면 혼자 해봐. 그리고 가장 중요한 질문 제가 이제 궁금하거나 그럴 때	1	2272.84	2277.84	counselor	29
10095	음	0	2277.0	2277.11	client	29
10096	물어볼 수 있는 팁을 드린다 그랬잖아요? 요즘 어때? 라고 물어보셔야 돼요	1	2277.84	2283.12	counselor	29
10097	하고 있는 거 잘 돼? 요즘 어때? 잘 안 돼. 뭐 관심 꺼. 그럼 그래 궁금해서 물어봤어	1	2283.12	2290.12	counselor	29
10098	그러니까 아이가 보이는 반응에 이렇게 막 움츠리실 필요 없어요	2	2290.12	2295.12	counselor	29
10099	 만나서 반갑습니다. 류서영 님 되시죠?	0	0.0	5.38	counselor	30
10100	 네.	0	4.72	5.22	client	30
10101	 발음이 조금 어려워서 제가. 류서영 님 맞으시죠?	0	5.38	10.78	counselor	30
10102	 네네.	0	9.5	10.02	client	30
10103	 화면에 잘 보이나요?	0	18.18	22.08	counselor	30
10104	 보입니다.	0	21.54	26.1	client	30
10105	 네. 어, 저는 여기 hug mom허그 맘에서 부부나 가족을 만난 지 한 2이년 차 됐고요.	0	22.08	30.08	counselor	30
10106	 음, 저도 기대되는데요. 서영 님이 어떤 얘기를 해 주실까?	0	61.88	80.36	counselor	30
10107	 음, 어떤 말씀 해주실지 기대도 되고 그랬습니다. 네, 하하.	0	70.54	88.54	client	30
10108	 어, 지금 다니시는 직장은 근무하신 지가 어느 정도 되셨어요?	0	83.44	89.48	counselor	30
10109	 이제 3삼년 차 됐습니다. 네.	1	88.54	100.54	client	30
10110	 혹시 지금은 좀 기분이 좀 어떠신가요?	0	139.32	147.054	counselor	30
10111	 그래서 어, 여기에서 사용하시는 50오십분이라는 시간이 서영님한테 좀 의미 있는 시간이 되셨으면 하는 생각은 드네요.	0	178.64	187.92	counselor	30
10112	 네. 어, 일단 지금 가족들하고 같이 살고 계시지 않나 봐요.	0	187.92	198.36	counselor	30
10113	 네, 혼자 서울에 올라와 가지고.	2	194.54	204.54	client	30
10114	 으음. 아- 그러시구나. 그럼 가족들은 모두 어디에서 살고 계세요?	0	198.36	204.24	counselor	30
10115	 음, 고향이 안동인데 저 빼고 지금 다 안동에서 같이 살고 있어요. 네.	0	204.54	219.54	client	30
10116	 아니면 어쩔 수 없이 좀 독립 하시게 되신 걸까요?	0	213.64	219.8	counselor	30
10117	 어, 독립. 혼자 살아보고 싶어 가지고 독립하는 걸 선택했어요.	3	230.54	241.54	client	30
10118	 저는 정말 독립을 하고 싶었는데 못 했기 때문에,	0	239.84	243.84	counselor	30
10119	 네. 우와, 그러면 벌써 한 6육년, 올해 6육년 차신가요?	0	258.08	261.64	counselor	30
10120	 어, 대학은 부산에서 나와 가지고 부산에 4사년 정도 있고	0	259.54	263.54	client	30
10121	 아니면 7칠년 차신가요?	0	261.64	263.72	counselor	30
10122	 그 다음, 서울에 3삼년 이렇게 있었습니다.	0	263.54	273.54	client	30
10123	 어, 그러면 외로우실 때 된 것 같은데요?	0	268.72	271.32	counselor	30
10124	 어, 저는 아직 좋습니다.	0	283.54	297.54	client	30
10125	 막 만나보기로 해도 금방 헤어지고,	1	315.54	320.54	client	30
10126	 아- 음.	0	316.04	321.462	counselor	30
10127	 그래서 음, 제가 연애를 못 하는 건지 그런 생각도 들고,	0	320.54	329.54	client	30
10128	 아니, 뭐 내 반려 찾는 게 그렇게 쉬우면 누구나 다 쉽겠죠.	0	329.44	334.6	counselor	30
10129	 그래도 그런 시도들을 하고 계신다니 다행이네요.	0	344.96	349.64	counselor	30
10130	 음, 근데.. 음, 중학교 때부터 계속 했었던 것 같은데,	0	349.54	375.54	client	30
10131	 그래서 걔네들은 힘들 때도 있지만,	2	430.54	435.54	client	30
10132	 그래서..	0	466.54	471.54	client	30
10133	 해보셨을 것 같은데, 시도는 좀 해보셨을 것 같은데.	0	468.049	473.28	counselor	30
10134	 아직은 잘 모르겠어요. 네, 연습 중인 것 같아요.	3	476.54	482.54	client	30
10135	 음, 생각이 많아지는 건 맞아요. 네, 맞습니다. 근데 음, 중학교 때부터	0	479.68	488.02	counselor	30
10136	 네.	0	482.54	484.54	client	30
10137	 보통적인 일들에 대해서 그렇게 좀 생각을 하시는 편이세요?	0	524.88	538.56	counselor	30
10138	 그렇게 생각했는데, 음.	1	552.54	558.54	client	30
10139	 지금 좀 여유롭다 보니까 오히려 그런 생각들을 많이 하는 것 같아요.	1	582.54	588.54	client	30
10140	 네.	0	584.88	586.88	counselor	30
10141	 네, 그렇습니다.	0	619.54	622.54	client	30
10142	 어, 이런 얘기 혹시 처음 해보세요? 남에게? 음-	0	627.88	648.88	counselor	30
10143	 제가 먼저 이렇게 나서서 제 이야기만 하는 건 또 처음이네요.	0	655.54	662.54	client	30
10144	 쑥스러우신가요? 아니면 어색하신가요? 아니면..	0	665.88	672.88	counselor	30
10145	 뭔가.. 네. 아, 그래요?	0	675.54	680.54	client	30
10146	 내가 횡설수설 할까봐 좀 긴장 되시나요?	0	680.88	689.88	counselor	30
10147	 어, 제 감정을 어떻게 표현해야 될지 아직 잘 모르겠어요.	1	686.54	691.54	client	30
10148	 그, 정리가 잘 안 된 것 같아요. 아직.	2	691.54	694.54	client	30
10149	 아, 그러시구나.	0	693.88	701.88	counselor	30
10150	 뭔가 복잡해.. 저 스스로도 복잡해서, 음- 네.	0	694.54	706.54	client	30
10151	 되게 조리있게 말 잘한다는 얘기는 못 들어보셨어요 혹시?	0	731.88	736.88	counselor	30
10152	 아, 근데 좀 민망하긴 한 것 같아요. 네, 네.	0	743.54	755.54	client	30
10153	 그래서 충분히 인정받고 칭찬받았던 혹시 기억이 있으세요?	0	829.88	848.88	counselor	30
10154	 막 잘 해도 막 엄청 칭찬을 하진 않으셨어요.	2	845.54	854.54	client	30
10155	 음- 음, 그러셨구나. 그러면 혹시 언니나 남동생한테는 좀 어떠신 편이었어요, 부모님은?	0	848.88	860.88	counselor	30
10156	 저랑 뭔가 특별히 뭐 대하는 게 다르지는 않으셨고. 네.	1	869.54	888.54	client	30
10157	 음, 그러면 서영님이 봤을 때 언니나 동생하고 나의 차이점이 뭐였던 것 같아요?	0	872.88	882.88	counselor	30
10158	 음, 뭔가 동생이랑 언니보다 제가 좀 욕심이 많다?	0	888.54	904.54	client	30
10159	 욕심이 많다.	0	902.88	907.88	counselor	30
10160	 그런 욕심이 있었는데, 언니랑 동생은 그런 건 없었어요.	0	926.54	943.54	client	30
10161	 오- 그러면 그렇게 조금 완벽하려고 하고 욕심을 좀 가지고 있는 내가 어떻게 보였을까요? 나는?	0	933.88	943.88	counselor	30
10162	 어, 다시 한번.. 어떻게 보였을까요? 라고 하셨나요? 네.	0	943.54	964.54	client	30
10163	 되게 독립적이다?	2	973.54	977.54	client	30
10164	 좀 독립적으로.. 네.	0	1003.54	1011.54	client	30
10165	 그러면 그 사춘기 시절에 혹시 role model롤 모델이 좀 있었을까요?	0	1003.88	1011.88	counselor	30
10166	 어떤 거요? 아, role model롤 모델이요?	0	1011.54	1014.54	client	30
10167	 아- 근데 또 이렇게 자연스럽게 독립적인 여성?	0	1013.88	1022.88	counselor	30
10168	 선생님이라든지, 친구나.	2	1045.54	1051.54	client	30
10169	 음. 아- 그러면 그렇죠. 그 사람의 어떤 모습, 이런 모습 이렇게 각자 조금씩 닮고 싶은 모습이 있었었나 봐요?	0	1045.88	1056.88	counselor	30
10170	 네, 그랬던 것 같아요.	0	1057.54	1070.54	client	30
10171	 음, 그러면 우리 서영님은 사실 상담 의뢰 내용에 인생이 허무하다 이렇게 적으셨잖아요.	1	1060.88	1070.88	counselor	30
10172	 근데 아까 처음에 얘기하셨던 것처럼 지금 제일 사실 좀 편안한 시기이다 보니까,	1	1080.88	1086.88	counselor	30
10173	 좀 그래서 좀 자꾸 돌아보고 생각을 좀 하게 되는 것도 있는 것 같다고 하셨는데,	3	1086.88	1093.88	counselor	30
10174	 음, 맞아요. 그, 지금..	0	1092.54	1098.54	client	30
10175	 지금 이렇게 얘기 들어봤을 땐, 되게 독립적인 여성이시고 뭔가 내가 하는 거에 대해서.. 네, 주체적인 게 없으신 분 같지는 않네요.	0	1093.88	1105.88	counselor	30
10176	 아, 네네. 그건 아닌데,	1	1104.54	1107.54	client	30
10177	 뭔가 환경의 그런 turning point터닝 포인트들?	3	1152.54	1154.54	client	30
10178	 그런 게 내 의지가 있지 않는 이상 없을 것 같고,	1	1178.54	1185.54	client	30
10179	 앞에 닥친 건 엄청 열심히 했는데,	1	1213.54	1217.54	client	30
10180	 그런 생각도 들고, 그런 마음입니다.	3	1254.54	1264.54	client	30
10181	 근데 그렇게 꿈과 목표만 있는 사람들을 저희가 뭐라고 부를까요?	0	1284.88	1295.88	counselor	30
10182	 뭐라고 부르나요?	0	1294.54	1296.54	client	30
10183	 꿈과 목표만 있어요.	0	1295.88	1298.88	counselor	30
10184	 남들한테 좋은 영향을 준 것도 없고,	1	1365.54	1370.54	client	30
10185	 그렇게 허무하다고 적었던 것 같아요. 음.	0	1377.54	1385.54	client	30
10186	 지금 너무 내가 어, 아무 생각 없이 살고 있나? 이렇게 생각을 하시는 것 같은 생각이 좀 드네요.	3	1404.88	1412.88	counselor	30
10187	 맞아요. 너무 뭔가 수동적이고 의미 없이 흘러가는 대로 사는 느낌이 많이 들어요, 요즘에.	2	1411.54	1440.54	client	30
10188	 인생이란? 한 줄로 만드신다면 인생이란 무엇이다?	0	1429.88	1450.88	counselor	30
10189	 저도 공감한, 제가 생각해낸 말은 아니지만,	0	1450.54	1453.54	client	30
10190	 엄마가 인생이란 나를 알아가는 과정이다 이렇게 말씀하셨는데,	1	1455.54	1463.54	client	30
10191	 저가 하는 고민들이 다 내가 나를 잘 몰라서 생기는 것들인 것 같아요.	5	1464.54	1472.54	client	30
10192	 어린 시절에 류서영이라는 친구는 좀 완벽하게 뭐든지 다 잘하고 싶었고,	1	1496.88	1504.88	counselor	30
10193	 네.	0	1497.54	1498.54	client	30
10194	 맞나요?	1	1522.88	1524.88	counselor	30
10195	 네.	0	1524.54	1525.54	client	30
10196	 네. 그... 아 그래요?	0	1524.88	1527.88	counselor	30
10197	 너무 좋은 말씀만 해주셔서..	0	1525.54	1528.54	client	30
10198	 아니, 지금 그렇게 얘기해 주셨는데요.	0	1527.88	1530.88	counselor	30
10199	 맞아요. 제가 너무 좋은 말을..	0	1528.54	1533.54	client	30
10200	 제가 좋게 표현한 것이 아니라.. 하하. 혹시 다른 면도 있었을까요?	0	1530.88	1537.88	counselor	30
10201	 그, 뭐라 그럴까요?	0	1561.88	1565.88	counselor	30
10202	 그러면 지금 현재 다니는 직장에서 3삼년 뒤에 나는 어떤 모습일까요? 음-	0	1590.88	1610.88	counselor	30
10203	 음, 뭔가 일 자체에 대한 보람이나 만족도는 사실 별로 없는데,	0	1609.54	1624.54	client	30
10204	 지금 하고 계신 일에 대해서는 만족도가 어느 정도 되세요?	0	1610.88	1634.88	counselor	30
10205	 그러면 그 안에서 그 좋은 사람들이 자기 직업에 대해서는 좀 어떻게 생각하고 있는 것 같아요?	0	1638.88	1645.88	counselor	30
10206	 뭔가 후자에 가까운 것 같아요.	0	1685.54	1693.54	client	30
10207	 음, 그러면 일에 대한 만족보다는 이 직업으로 인해서 얻어지는 수입으로 인한 행복을 좀 누리고 계시는 편이신가요?	0	1693.88	1703.88	counselor	30
10208	 네, 그냥 지금은 회사에서는 음, 남한테 피해되지 않을 정도만 딱 하고 퇴근합니다.	0	1718.54	1742.54	client	30
10209	 어, 그렇게 나는 진급하고 뭐 그렇게 착착착 계획을 막 세워놓고 일을 하시는 분이 있는가 하면,	3	1783.88	1792.88	counselor	30
10210	 같이 일하는 근무하는 사람들이 만족스럽기 때문에, 이 직업을 계속 유지하시는데 도움이 되시지 않을까.	1	1813.88	1820.88	counselor	30
10211	 그런 또 장점이 있으시네 라는 생각이 저는 듭니다.	1	1847.88	1851.88	counselor	30
10212	 서영님이 보시기엔 어때요? 부모님이 이렇게 나에 대해서 어떤 평가를 좀 하고 계시는 것 같아요?	0	1879.88	1902.88	counselor	30
10213	 별로 touch터치를 안 하세요. 네.	1	1902.54	1905.54	client	30
10214	 음, 네. 음, 동전의 양면 같죠? 믿어주시는 만큼 그냥 내비두는.	1	1902.88	1911.88	counselor	30
10215	 네. 네, 네, 네.	0	1905.54	1912.54	client	30
